id,latitude,longitude,floorSize,beds,bathrooms,url,address,city,state,zipCode,price
zpid_43808586,25.826195,-80.19894,800,2,2,https://www.zillow.com/homedetails/5500-NW-1st-Ct-Miami-FL-33127/43808586_zpid/,5500 NW 1st Ct,Miami,FL,33127,2500
zpid_43809693,25.833439,-80.2134,1146,3,3,https://www.zillow.com/homedetails/1036-NW-64th-St-Miami-FL-33150/43809693_zpid/,1036 NW 64th St,Miami,FL,33150,2900
zpid_43810583,25.813454,-80.22761,1200,4,4,https://www.zillow.com/homedetails/1869-NW-41st-St-Miami-FL-33142/43810583_zpid/,1869 NW 41st St,Miami,FL,33142,3300
zpid_43811300,25.825043,-80.22353,1115,3,3,https://www.zillow.com/homedetails/1550-NW-55th-St-Miami-FL-33142/43811300_zpid/,1550 NW 55th St,Miami,FL,33142,2550
zpid_43811932,25.821438,-80.21924,1034,3,3,https://www.zillow.com/homedetails/1348-NW-51st-St-Miami-FL-33142/43811932_zpid/,1348 NW 51st St,Miami,FL,33142,3250
zpid_43813057,25.81398,-80.218376,1031,3,3,https://www.zillow.com/homedetails/1318-NW-42nd-St-Miami-FL-33142/43813057_zpid/,1318 NW 42nd St,Miami,FL,33142,3400
zpid_43813326,25.820751,-80.20545,1271,3,3,https://www.zillow.com/homedetails/575-NW-49th-St-Miami-FL-33127/43813326_zpid/,575 NW 49th St,Miami,FL,33127,3450
zpid_43813561,25.818876,-80.20506,1600,4,4,https://www.zillow.com/homedetails/560-NW-47th-Ter-Miami-FL-33127/43813561_zpid/,560 NW 47th Ter,Miami,FL,33127,7000
zpid_43813647,25.81377,-80.20078,1558,3,3,https://www.zillow.com/homedetails/258-NW-41st-St-Miami-FL-33127/43813647_zpid/,258 NW 41st St,Miami,FL,33127,4750
zpid_43813830,25.81483,-80.20504,1022,2,1,https://www.zillow.com/homedetails/569-NW-42nd-St-Miami-FL-33127/43813830_zpid/,569 NW 42nd St,Miami,FL,33127,2500
zpid_43814124,25.823387,-80.207146,1600,5,5,https://www.zillow.com/homedetails/651-NW-52nd-St-Miami-FL-33127/43814124_zpid/,651 NW 52nd St,Miami,FL,33127,5000
zpid_43814388,25.820704,-80.19338,1049,2,2,https://www.zillow.com/homedetails/117-NE-49th-St-Miami-FL-33137/43814388_zpid/,117 NE 49th St,Miami,FL,33137,4500
zpid_43814809,25.819109,-80.20349,1794,5,5,https://www.zillow.com/homedetails/4727-NW-5th-Ave-Miami-FL-33127/43814809_zpid/,4727 NW 5th Ave,Miami,FL,33127,6500
zpid_43815073,25.817131,-80.197876,1685,4,4,https://www.zillow.com/homedetails/4508-NW-1st-Ave-Miami-FL-33127/43815073_zpid/,4508 NW 1st Ave,Miami,FL,33127,5500
zpid_43815301,25.815321,-80.19438,1391,2,2,https://www.zillow.com/homedetails/54-NE-43rd-St-Miami-FL-33137/43815301_zpid/,54 NE 43rd St,Miami,FL,33137,5600
zpid_43815419,25.79584,-80.19261,1880,5,5,https://www.zillow.com/homedetails/101-NE-20th-St-Miami-FL-33137/43815419_zpid/,101 NE 20th St,Miami,FL,33137,8000
zpid_43815500,25.807526,-80.20022,1600,4,4,https://www.zillow.com/homedetails/247-NW-33rd-St-Miami-FL-33127/43815500_zpid/,247 NW 33rd St,Miami,FL,33127,4200
zpid_43815623,25.807644,-80.20495,1924,5,5,https://www.zillow.com/homedetails/575-NW-33rd-St-Miami-FL-33127/43815623_zpid/,575 NW 33rd St,Miami,FL,33127,5500
zpid_43816513,25.805248,-80.2116,913,3,3,https://www.zillow.com/homedetails/3000-NW-10th-Ave-Miami-FL-33127/43816513_zpid/,3000 NW 10th Ave,Miami,FL,33127,3500
zpid_43821197,25.788982,-80.2434,1658,3,3,https://www.zillow.com/homedetails/1565-NW-30th-Ave-Miami-FL-33125/43821197_zpid/,1565 NW 30th Ave,Miami,FL,33125,4800
zpid_43822030,25.79363,-80.25545,955,3,3,https://www.zillow.com/homedetails/3680-NW-20th-St-Miami-FL-33142/43822030_zpid/,3680 NW 20th St,Miami,FL,33142,3350
zpid_43822123,25.790785,-80.25233,1593,3,3,https://www.zillow.com/homedetails/3440-NW-18th-St-Miami-FL-33125/43822123_zpid/,3440 NW 18th St,Miami,FL,33125,3200
zpid_43824449,25.786938,-80.2294,2249,3,2,https://www.zillow.com/homedetails/2071-NW-14th-St-Miami-FL-33125/43824449_zpid/,2071 NW 14th St,Miami,FL,33125,10500
zpid_43825887,25.78278,-80.21249,4691,9,9,https://www.zillow.com/homedetails/1061-NW-North-River-Dr-Miami-FL-33136/43825887_zpid/,1061 NW North River Dr,Miami,FL,33136,35000
zpid_43825926,25.782766,-80.2122,1424,3,3,https://www.zillow.com/homedetails/918-NW-10th-Ct-Miami-FL-33136/43825926_zpid/,918 NW 10th Ct,Miami,FL,33136,12000
zpid_43826170,25.794846,-80.20007,1175,3,3,https://www.zillow.com/homedetails/1965-NW-3rd-Ave-Miami-FL-33136/43826170_zpid/,1965 NW 3rd Ave,Miami,FL,33136,3900
zpid_43826950,25.85292,-80.17442,3539,3,3,https://www.zillow.com/homedetails/1100-NE-84th-St-Miami-FL-33138/43826950_zpid/,1100 NE 84th St,Miami,FL,33138,20000
zpid_43827666,25.845913,-80.17953,1982,4,4,https://www.zillow.com/homedetails/7701-NE-8th-Ave-Miami-FL-33138/43827666_zpid/,7701 NE 8th Ave,Miami,FL,33138,11950
zpid_43827898,25.842434,-80.18536,1525,4,4,https://www.zillow.com/homedetails/555-NE-73rd-St-Miami-FL-33138/43827898_zpid/,555 NE 73rd St,Miami,FL,33138,5800
zpid_43827963,25.840948,-80.18728,1000,2,2,https://www.zillow.com/homedetails/436-NE-72nd-St-Miami-FL-33138/43827963_zpid/,436 NE 72nd St,Miami,FL,33138,3950
zpid_43828739,25.839842,-80.18034,1700,4,4,https://www.zillow.com/homedetails/799-NE-70th-St-Miami-FL-33138/43828739_zpid/,799 NE 70th St,Miami,FL,33138,5350
zpid_43828886,25.83757,-80.186035,2145,3,3,https://www.zillow.com/homedetails/507-NE-67th-St-Miami-FL-33138/43828886_zpid/,507 NE 67th St,Miami,FL,33138,5700
zpid_43829283,25.840254,-80.177414,1954,4,4,https://www.zillow.com/homedetails/940-NE-71st-St-Miami-FL-33138/43829283_zpid/,940 NE 71st St,Miami,FL,33138,7450
zpid_43829950,25.821981,-80.18592,3105,4,4,https://www.zillow.com/homedetails/444-NE-50th-Ter-Miami-FL-33137/43829950_zpid/,444 NE 50th Ter,Miami,FL,33137,10000
zpid_43829988,25.818096,-80.19113,1634,4,4,https://www.zillow.com/homedetails/211-NE-46th-St-Miami-FL-33137/43829988_zpid/,211 NE 46th St,Miami,FL,33137,6700
zpid_43830207,25.819014,-80.18274,6580,6,6,https://www.zillow.com/homedetails/4400-Palm-Ln-Miami-FL-33137/43830207_zpid/,4400 Palm Ln,Miami,FL,33137,50000
zpid_43830266,25.815811,-80.19081,1538,3,3,https://www.zillow.com/homedetails/213-NE-43rd-St-Miami-FL-33137/43830266_zpid/,213 NE 43rd St,Miami,FL,33137,5500
zpid_43831841,25.7901,-80.17325,664,1,1,https://www.zillow.com/homedetails/1140-Venetian-Way-APT-2D-Miami-Beach-FL-33139/43831841_zpid/,1140 Venetian Way APT 2D,Miami Beach,FL,33139,2600
zpid_43837008,25.763416,-80.314445,968,2,2,https://www.zillow.com/homedetails/761-SW-73rd-Ct-Miami-FL-33144/43837008_zpid/,761 SW 73rd Ct,Miami,FL,33144,2800
zpid_43837766,25.771294,-80.21818,1860,3,3,https://www.zillow.com/homedetails/202-SW-14th-Ave-Miami-FL-33135/43837766_zpid/,202 SW 14th Ave,Miami,FL,33135,3500
zpid_43839446,25.77447,-80.238464,2162,5,5,https://www.zillow.com/homedetails/128-NW-26th-Ave-Miami-FL-33125/43839446_zpid/,128 NW 26th Ave,Miami,FL,33125,8900
zpid_43841147,25.776358,-80.25446,1247,2,2,https://www.zillow.com/homedetails/401-NW-36th-Ct-Miami-FL-33125/43841147_zpid/,401 NW 36th Ct,Miami,FL,33125,3200
zpid_43842123,25.771313,-80.24644,275,1,1,https://www.zillow.com/homedetails/41-SW-31st-Ct-Miami-FL-33135/43842123_zpid/,41 SW 31st Ct,Miami,FL,33135,1500
zpid_43842192,25.768772,-80.24547,1400,3,3,https://www.zillow.com/homedetails/345-SW-31st-Ave-Miami-FL-33135/43842192_zpid/,345 SW 31st Ave,Miami,FL,33135,4000
zpid_43843461,,,1680,3,3,https://www.zillow.com/homedetails/Miami-FL-33126/43843461_zpid/,(undisclosed Address),Miami,FL,33126,5200
zpid_43845289,25.767897,-80.27407,1209,2,2,https://www.zillow.com/homedetails/4811-SW-4th-St-Miami-FL-33134/43845289_zpid/,4811 SW 4th St,Miami,FL,33134,3800
zpid_43846383,25.765106,-80.27311,1981,3,3,https://www.zillow.com/homedetails/4771-SW-7th-St-Miami-FL-33134/43846383_zpid/,4771 SW 7th St,Miami,FL,33134,8200
zpid_43846480,25.76656,-80.28043,1600,3,3,https://www.zillow.com/homedetails/5230-SW-5th-St-Coral-Gables-FL-33134/43846480_zpid/,5230 SW 5th St,Coral Gables,FL,33134,3500
zpid_43848482,25.756487,-80.252304,594,2,2,https://www.zillow.com/homedetails/1652-Ashton-Ct-Miami-FL-33145/43848482_zpid/,1652 Ashton Ct,Miami,FL,33145,3450
zpid_43848687,25.755152,-80.24162,1250,3,3,https://www.zillow.com/homedetails/2959-SW-18th-St-Miami-FL-33145/43848687_zpid/,2959 SW 18th St,Miami,FL,33145,3950
zpid_43851211,25.757982,-80.22339,1300,2,2,https://www.zillow.com/homedetails/1750-SW-16th-St-Miami-FL-33145/43851211_zpid/,1750 SW 16th St,Miami,FL,33145,3900
zpid_43851260,25.757963,-80.2248,1850,3,3,https://www.zillow.com/homedetails/1820-SW-16th-St-Miami-FL-33145/43851260_zpid/,1820 SW 16th St,Miami,FL,33145,4500
zpid_43851360,25.75837,-80.22684,1475,3,3,https://www.zillow.com/homedetails/1921-SW-16th-St-Miami-FL-33145/43851360_zpid/,1921 SW 16th St,Miami,FL,33145,3900
zpid_43851706,25.751778,-80.22487,2183,3,3,https://www.zillow.com/homedetails/1833-SW-21st-Ter-Miami-FL-33145/43851706_zpid/,1833 SW 21st Ter,Miami,FL,33145,6300
zpid_43851952,25.751516,-80.233444,1854,3,3,https://www.zillow.com/homedetails/2363-SW-21st-Ter-Miami-FL-33145/43851952_zpid/,2363 SW 21st Ter,Miami,FL,33145,5100
zpid_43851955,25.751497,-80.234,800,1,1,https://www.zillow.com/homedetails/2121-SW-24th-Ave-Miami-FL-33145/43851955_zpid/,2121 SW 24th Ave,Miami,FL,33145,1500
zpid_43852192,25.763878,-80.219955,1200,2,2,https://www.zillow.com/homedetails/1520-SW-10th-St-Miami-FL-33135/43852192_zpid/,1520 SW 10th St,Miami,FL,33135,3250
zpid_43853286,,,450,1,1,https://www.zillow.com/homedetails/Miami-FL-33145/43853286_zpid/,(undisclosed Address),Miami,FL,33145,1600
zpid_43853769,25.7457,-80.21654,2569,4,4,https://www.zillow.com/homedetails/10-Pinta-Rd-Miami-FL-33133/43853769_zpid/,10 Pinta Rd,Miami,FL,33133,30000
zpid_43853797,25.745834,-80.214,2314,4,4,https://www.zillow.com/homedetails/290-E-Shore-Dr-Miami-FL-33133/43853797_zpid/,290 E Shore Dr,Miami,FL,33133,18000
zpid_43856209,25.737638,-80.22468,1484,3,3,https://www.zillow.com/homedetails/3505-Crystal-View-Ct-Miami-FL-33133/43856209_zpid/,3505 Crystal View Ct,Miami,FL,33133,8250
zpid_43856331,25.738241,-80.2355,1259,2,2,https://www.zillow.com/homedetails/2490-Abaco-Ave-Miami-FL-33133/43856331_zpid/,2490 Abaco Ave,Miami,FL,33133,4000
zpid_43856334,25.737984,-80.235245,1757,3,3,https://www.zillow.com/homedetails/2485-Inagua-Ave-Miami-FL-33133/43856334_zpid/,2485 Inagua Ave,Miami,FL,33133,9500
zpid_43856548,25.736952,-80.23216,2055,3,3,https://www.zillow.com/homedetails/3080-Calusa-St-Miami-FL-33133/43856548_zpid/,3080 Calusa St,Miami,FL,33133,10000
zpid_43856610,25.74682,-80.22667,1062,2,2,https://www.zillow.com/homedetails/1935-SW-24th-Ter-Miami-FL-33145/43856610_zpid/,1935 SW 24th Ter,Miami,FL,33145,4000
zpid_43856718,25.746965,-80.222755,1600,3,3,https://www.zillow.com/homedetails/1743-SW-24th-Ter-Miami-FL-33145/43856718_zpid/,1743 SW 24th Ter,Miami,FL,33145,4950
zpid_43856764,25.745476,-80.22518,2018,3,3,https://www.zillow.com/homedetails/1864-SW-25th-St-Miami-FL-33133/43856764_zpid/,1864 SW 25th St,Miami,FL,33133,4500
zpid_43857326,25.747871,-80.24296,1200,3,3,https://www.zillow.com/homedetails/2321-SW-31st-Ave-Miami-FL-33145/43857326_zpid/,2321 SW 31st Ave,Miami,FL,33145,3750
zpid_43857403,,,750,1,1,https://www.zillow.com/homedetails/Miami-FL-33145/43857403_zpid/,(undisclosed Address),Miami,FL,33145,1800
zpid_43858325,25.745247,-80.25126,1200,2,2,https://www.zillow.com/homedetails/3540-SW-24th-Ter-Miami-FL-33145/43858325_zpid/,3540 SW 24th Ter,Miami,FL,33145,4000
zpid_43858676,25.742273,-80.2486,1450,3,3,https://www.zillow.com/homedetails/2625-SW-33rd-Ct-Miami-FL-33133/43858676_zpid/,2625 SW 33rd Ct,Miami,FL,33133,4000
zpid_43860077,25.73579,-80.25782,1200,2,1,https://www.zillow.com/homedetails/2961-SW-39th-Ave-Miami-FL-33134/43860077_zpid/,2961 SW 39th Ave,Miami,FL,33134,2700
zpid_43860269,25.721088,-80.25604,2800,4,4,https://www.zillow.com/homedetails/3891-Coco-Grove-Ave-Miami-FL-33133/43860269_zpid/,3891 Coco Grove Ave,Miami,FL,33133,12000
zpid_43861172,25.726505,-80.25034,1320,4,4,https://www.zillow.com/homedetails/3547-William-Ave-Miami-FL-33133/43861172_zpid/,3547 William Ave,Miami,FL,33133,7500
zpid_43861255,25.725082,-80.251564,2280,3,2,https://www.zillow.com/homedetails/3621-Franklin-Ave-Miami-FL-33133/43861255_zpid/,3621 Franklin Ave,Miami,FL,33133,7000
zpid_43861544,25.733456,-80.238525,1948,4,2,https://www.zillow.com/homedetails/2796-Shipping-Ave-Miami-FL-33133/43861544_zpid/,2796 Shipping Ave,Miami,FL,33133,4950
zpid_43861760,25.731106,-80.244255,875,2,2,https://www.zillow.com/homedetails/3229-Gifford-Ln-Miami-FL-33133/43861760_zpid/,3229 Gifford Ln,Miami,FL,33133,3500
zpid_43863306,25.734833,-80.23074,4276,4,4,https://www.zillow.com/homedetails/2449-S-Bayshore-Dr-Miami-FL-33133/43863306_zpid/,2449 S Bayshore Dr,Miami,FL,33133,25000
zpid_43864093,25.718117,-80.25959,1500,3,2,https://www.zillow.com/homedetails/4110-Ventura-Ave-Miami-FL-33133/43864093_zpid/,4110 Ventura Ave,Miami,FL,33133,6700
zpid_43864267,25.713697,-80.25828,1520,3,3,https://www.zillow.com/homedetails/4055-Bonita-Ave-Miami-FL-33133/43864267_zpid/,4055 Bonita Ave,Miami,FL,33133,5500
zpid_43864448,25.711445,-80.25792,1477,3,3,https://www.zillow.com/homedetails/4219-Anne-Ct-Miami-FL-33133/43864448_zpid/,4219 Anne Ct,Miami,FL,33133,4700
zpid_43864859,25.756285,-80.20266,1860,4,4,https://www.zillow.com/homedetails/140-SW-21st-Rd-Miami-FL-33129/43864859_zpid/,140 SW 21st Rd,Miami,FL,33129,6000
zpid_43866618,25.755297,-80.209854,1662,2,2,https://www.zillow.com/homedetails/330-SW-27th-Rd-Miami-FL-33129/43866618_zpid/,330 SW 27th Rd,Miami,FL,33129,5400
zpid_43866697,25.754826,-80.20585,1112,2,2,https://www.zillow.com/homedetails/175-SW-25th-Rd-Miami-FL-33129/43866697_zpid/,175 SW 25th Rd,Miami,FL,33129,4400
zpid_43866717,25.75601,-80.20503,2058,4,4,https://www.zillow.com/homedetails/210-SW-23rd-Rd-Miami-FL-33129/43866717_zpid/,210 SW 23rd Rd,Miami,FL,33129,9400
zpid_43866823,25.758104,-80.20948,1624,4,4,https://www.zillow.com/homedetails/470-SW-25th-Rd-Miami-FL-33129/43866823_zpid/,470 SW 25th Rd,Miami,FL,33129,5800
zpid_43876686,25.863724,-80.1368,2690,5,5,https://www.zillow.com/homedetails/1625-Daytonia-Rd-Miami-Beach-FL-33141/43876686_zpid/,1625 Daytonia Rd,Miami Beach,FL,33141,26000
zpid_43876693,,,1557,3,3,https://www.zillow.com/homedetails/Miami-Beach-FL-33141/43876693_zpid/,(undisclosed Address),Miami Beach,FL,33141,9900
zpid_43877060,25.855045,-80.1385,2576,3,3,https://www.zillow.com/homedetails/680-S-Shore-Dr-Miami-Beach-FL-33141/43877060_zpid/,680 S Shore Dr,Miami Beach,FL,33141,25000
zpid_43877109,25.861195,-80.13395,2672,4,4,https://www.zillow.com/homedetails/365-N-Shore-Dr-Miami-Beach-FL-33141/43877109_zpid/,365 N Shore Dr,Miami Beach,FL,33141,25000
zpid_43878018,25.85453,-80.134674,1834,3,3,https://www.zillow.com/homedetails/1397-Normandy-Dr-Miami-Beach-FL-33141/43878018_zpid/,1397 Normandy Dr,Miami Beach,FL,33141,5500
zpid_43878192,25.854143,-80.13342,2010,3,3,https://www.zillow.com/homedetails/1347-71st-St-Miami-Beach-FL-33141/43878192_zpid/,1347 71st St,Miami Beach,FL,33141,8500
zpid_43879454,25.841412,-80.126015,3798,5,5,https://www.zillow.com/homedetails/6050-La-Gorce-Dr-Miami-Beach-FL-33140/43879454_zpid/,6050 La Gorce Dr,Miami Beach,FL,33140,32000
zpid_43880318,25.843197,-80.120125,1290,2,2,https://www.zillow.com/homedetails/6039-Collins-Ave-APT-534-Miami-Beach-FL-33140/43880318_zpid/,6039 Collins Ave APT 534,Miami Beach,FL,33140,3000
zpid_43884231,25.828863,-80.12468,2784,4,4,https://www.zillow.com/homedetails/5184-Pine-Tree-Dr-Miami-Beach-FL-33140/43884231_zpid/,5184 Pine Tree Dr,Miami Beach,FL,33140,20000
zpid_43888025,,,2792,4,4,https://www.zillow.com/homedetails/Miami-Beach-FL-33140/43888025_zpid/,(undisclosed Address),Miami Beach,FL,33140,15000
zpid_43888459,25.817907,-80.13515,2700,4,4,https://www.zillow.com/homedetails/4431-Nautilus-Dr-Miami-Beach-FL-33140/43888459_zpid/,4431 Nautilus Dr,Miami Beach,FL,33140,23000
zpid_43888739,25.816711,-80.137924,3962,4,4,https://www.zillow.com/homedetails/4335-N-Bay-Rd-Miami-Beach-FL-33140/43888739_zpid/,4335 N Bay Rd,Miami Beach,FL,33140,15000
zpid_43888774,25.821276,-80.13083,2866,5,5,https://www.zillow.com/homedetails/4607-Meridian-Ave-Miami-Beach-FL-33140/43888774_zpid/,4607 Meridian Ave,Miami Beach,FL,33140,14500
zpid_43888812,25.821632,-80.12983,3000,4,4.5,https://www.zillow.com/homedetails/700-W-47th-St-Miami-Beach-FL-33140/43888812_zpid/,700 W 47th St,Miami Beach,FL,33140,22900
zpid_43889414,25.816788,-80.12507,12761,10,10,https://www.zillow.com/homedetails/4411-Pine-Tree-Dr-Miami-Beach-FL-33140/43889414_zpid/,4411 Pine Tree Dr,Miami Beach,FL,33140,125000
zpid_43893423,25.798643,-80.126945,760,1,1,https://www.zillow.com/homedetails/2301-Collins-Ave-APT-528-Miami-Beach-FL-33139/43893423_zpid/,2301 Collins Ave APT 528,Miami Beach,FL,33139,3950
zpid_43893900,25.806297,-80.13058,2201,3,3,https://www.zillow.com/homedetails/518-W-30th-St-Miami-Beach-FL-33140/43893900_zpid/,518 W 30th St,Miami Beach,FL,33140,7500
zpid_43894035,25.807655,-80.13751,3598,5,5,https://www.zillow.com/homedetails/3050-Alton-Rd-Miami-Beach-FL-33140/43894035_zpid/,3050 Alton Rd,Miami Beach,FL,33140,8995
zpid_43894127,25.799328,-80.13851,3486,4,4,https://www.zillow.com/homedetails/2108-Alton-Rd-Miami-Beach-FL-33140/43894127_zpid/,2108 Alton Rd,Miami Beach,FL,33140,8600
zpid_43894177,25.798225,-80.1387,3529,5,5,https://www.zillow.com/homedetails/2058-Alton-Rd-Miami-Beach-FL-33140/43894177_zpid/,2058 Alton Rd,Miami Beach,FL,33140,14900
zpid_43894376,25.810354,-80.12828,2222,4,4,https://www.zillow.com/homedetails/3457-Sheridan-Ave-Miami-Beach-FL-33140/43894376_zpid/,3457 Sheridan Ave,Miami Beach,FL,33140,9000
zpid_43894971,25.792727,-80.16306,2281,3,3,https://www.zillow.com/homedetails/424-E-San-Marino-Dr-Miami-Beach-FL-33139/43894971_zpid/,424 E San Marino Dr,Miami Beach,FL,33139,25000
zpid_43895071,25.78324,-80.1589,4791,5,5,https://www.zillow.com/homedetails/165-N-Hibiscus-Dr-Miami-Beach-FL-33139/43895071_zpid/,165 N Hibiscus Dr,Miami Beach,FL,33139,115000
zpid_43895169,25.79295,-80.15834,5708,5,5,https://www.zillow.com/homedetails/609-E-Di-Lido-Dr-Miami-Beach-FL-33139/43895169_zpid/,609 E Di Lido Dr,Miami Beach,FL,33139,95000
zpid_43895317,25.794165,-80.15539,5316,6,6,https://www.zillow.com/homedetails/444-W-Rivo-Alto-Dr-Miami-Beach-FL-33139/43895317_zpid/,444 W Rivo Alto Dr,Miami Beach,FL,33139,34900
zpid_43895372,25.79174,-80.155365,2172,3,3,https://www.zillow.com/homedetails/255-W-Rivo-Alto-Dr-Miami-Beach-FL-33139/43895372_zpid/,255 W Rivo Alto Dr,Miami Beach,FL,33139,22000
zpid_43898597,25.79264,-80.14436,2790,4,4,https://www.zillow.com/homedetails/1413-Sunset-Harbour-Dr-606-Miami-Beach-FL-33140/43898597_zpid/,1413 Sunset Harbour Dr #606,Miami Beach,FL,33140,15000
zpid_43899689,25.79252,-80.13969,1614,3,3,https://www.zillow.com/homedetails/1719-Lenox-Ave-Miami-Beach-FL-33139/43899689_zpid/,1719 Lenox Ave,Miami Beach,FL,33139,9900
zpid_43899834,25.791822,-80.13805,645,1,1,https://www.zillow.com/homedetails/1698-Jefferson-Ave-APT-40-Miami-Beach-FL-33139/43899834_zpid/,1698 Jefferson Ave APT 40,Miami Beach,FL,33139,2100
zpid_43900911,25.789911,-80.12909,882,2,2,https://www.zillow.com/homedetails/1621-Collins-Ave-APT-703-Miami-Beach-FL-33139/43900911_zpid/,1621 Collins Ave APT 703,Miami Beach,FL,33139,3350
zpid_43902936,25.786192,-80.1395,3937,6,6,https://www.zillow.com/homedetails/1425-Lenox-Ave-Miami-Beach-FL-33139/43902936_zpid/,1425 Lenox Ave,Miami Beach,FL,33139,18000
zpid_43902991,25.783672,-80.14063,1514,3,3,https://www.zillow.com/homedetails/1247-Alton-Rd-Miami-Beach-FL-33139/43902991_zpid/,1247 Alton Rd,Miami Beach,FL,33139,10000
zpid_43908544,25.781565,-80.165344,3397,4,4,https://www.zillow.com/homedetails/247-Palm-Ave-Miami-Beach-FL-33139/43908544_zpid/,247 Palm Ave,Miami Beach,FL,33139,35000
zpid_43909952,25.749577,-80.28264,4628,4,4,https://www.zillow.com/homedetails/1343-Castile-Ave-Coral-Gables-FL-33134/43909952_zpid/,1343 Castile Ave,Coral Gables,FL,33134,14100
zpid_43910098,25.753553,-80.2855,3569,4,4,https://www.zillow.com/homedetails/1906-Ferdinand-St-Coral-Gables-FL-33134/43910098_zpid/,1906 Ferdinand St,Coral Gables,FL,33134,9460
zpid_43910256,25.76044,-80.272285,1325,3,3,https://www.zillow.com/homedetails/822-Medina-Ave-Coral-Gables-FL-33134/43910256_zpid/,822 Medina Ave,Coral Gables,FL,33134,4900
zpid_43910719,25.75817,-80.28064,1370,3,3,https://www.zillow.com/homedetails/1415-Genoa-St-Coral-Gables-FL-33134/43910719_zpid/,1415 Genoa St,Coral Gables,FL,33134,5250
zpid_43911160,25.760786,-80.28738,1860,4,4,https://www.zillow.com/homedetails/1556-San-Benito-Ave-Coral-Gables-FL-33134/43911160_zpid/,1556 San Benito Ave,Coral Gables,FL,33134,4999
zpid_43911224,25.762909,-80.27497,1626,4,4,https://www.zillow.com/homedetails/826-Capri-St-Coral-Gables-FL-33134/43911224_zpid/,826 Capri St,Coral Gables,FL,33134,5500
zpid_43911353,25.752092,-80.2631,2007,3,2,https://www.zillow.com/homedetails/407-Alhambra-Cir-Coral-Gables-FL-33134/43911353_zpid/,407 Alhambra Cir,Coral Gables,FL,33134,6500
zpid_43911632,25.752365,-80.267525,1560,3,3,https://www.zillow.com/homedetails/628-Alcazar-Ave-Coral-Gables-FL-33134/43911632_zpid/,628 Alcazar Ave,Coral Gables,FL,33134,6500
zpid_43912656,25.738428,-80.26927,2085,4,4,https://www.zillow.com/homedetails/723-Escobar-Ave-Coral-Gables-FL-33134/43912656_zpid/,723 Escobar Ave,Coral Gables,FL,33134,8000
zpid_43913415,25.73547,-80.259514,2011,3,3,https://www.zillow.com/homedetails/232-Velarde-Ave-Coral-Gables-FL-33134/43913415_zpid/,232 Velarde Ave,Coral Gables,FL,33134,5400
zpid_43915415,25.73642,-80.27121,1759,3,3,https://www.zillow.com/homedetails/900-Andres-Ave-Coral-Gables-FL-33134/43915415_zpid/,900 Andres Ave,Coral Gables,FL,33134,6700
zpid_43916787,25.721827,-80.2851,2641,5,5,https://www.zillow.com/homedetails/1522-Urbino-Ave-Coral-Gables-FL-33146/43916787_zpid/,1522 Urbino Ave,Coral Gables,FL,33146,16998
zpid_43916898,25.719412,-80.28178,2513,4,4,https://www.zillow.com/homedetails/1411-Miller-Rd-Coral-Gables-FL-33146/43916898_zpid/,1411 Miller Rd,Coral Gables,FL,33146,9000
zpid_43918314,25.71631,-80.26558,1516,3,3,https://www.zillow.com/homedetails/5730-San-Vicente-St-Coral-Gables-FL-33146/43918314_zpid/,5730 San Vicente St,Coral Gables,FL,33146,6400
zpid_43921947,25.684633,-80.26432,3305,5,5,https://www.zillow.com/homedetails/610-Marquesa-Dr-Coral-Gables-FL-33156/43921947_zpid/,610 Marquesa Dr,Coral Gables,FL,33156,25000
zpid_43921999,25.679956,-80.28382,4061,4,4,https://www.zillow.com/homedetails/5671-Banyan-Trl-Coral-Gables-FL-33156/43921999_zpid/,5671 Banyan Trl,Coral Gables,FL,33156,16500
zpid_43922485,25.654305,-80.279144,3376,4,4,https://www.zillow.com/homedetails/1240-Campamento-Ave-Coral-Gables-FL-33156/43922485_zpid/,1240 Campamento Ave,Coral Gables,FL,33156,22900
zpid_43922495,25.655342,-80.27855,3058,5,5,https://www.zillow.com/homedetails/12511-Ramiro-St-Coral-Gables-FL-33156/43922495_zpid/,12511 Ramiro St,Coral Gables,FL,33156,18000
zpid_43922531,25.652418,-80.2738,3085,6,6,https://www.zillow.com/homedetails/1036-Lugo-Ave-Coral-Gables-FL-33156/43922531_zpid/,1036 Lugo Ave,Coral Gables,FL,33156,24000
zpid_43922653,25.650623,-80.2806,4543,5,5,https://www.zillow.com/homedetails/1411-Tagus-Ave-Coral-Gables-FL-33156/43922653_zpid/,1411 Tagus Ave,Coral Gables,FL,33156,19000
zpid_43925394,25.890484,-80.31211,1505,4,4,https://www.zillow.com/homedetails/7490-W-14th-Ave-Hialeah-FL-33014/43925394_zpid/,7490 W 14th Ave,Hialeah,FL,33014,3485
zpid_43926002,25.892002,-80.31622,1567,3,3,https://www.zillow.com/homedetails/7644-W-16th-Ave-Hialeah-FL-33014/43926002_zpid/,7644 W 16th Ave,Hialeah,FL,33014,3500
zpid_43930300,25.885637,-80.34603,1554,3,3,https://www.zillow.com/homedetails/3107-W-69th-Pl-Hialeah-FL-33018/43930300_zpid/,3107 W 69th Pl,Hialeah,FL,33018,3250
